2023-01-03,140.26
2023-01-04,140.52
2023-01-05,142.75
2023-01-06,145.83
2023-01-09,143.97
2023-01-10,145.88
2023-01-11,147.94
2023-01-12,146.62
2023-01-13,147.26
2023-01-17,147.73
2023-01-18,144.25
2023-01-19,142.81
2023-01-20,147.79
2023-01-23,150.99
2023-01-24,146.0
2023-01-25,149.47
2023-01-26,150.45
2023-01-27,150.37
2023-01-30,148.85
2023-01-31,150.0
